Games Played
55617
32213
30011
28413
27148
25131
25130
23548
23354
22752
21220
19557
19395
19201
19016
18769
18738
18245
18021
17619
17613
17452
17412
17411
17191
16881
16872
16806
16689
16378
16360
16360
16010
15702
15350
15176
14940
14874
14828
14769
14712
14708
14708
14614
14589
14488
14487
14482
14416
14406
14191
14144
14064
13962
13935
13766
13757
13728
13692
13679
13659
13592
13436
13429
13369
13272
13161
13126
13074
13069
13061
13023
13016
13015
13013
12972
12830
12802
12779
12676
12645
12623
12603
12587
12545
12508
12472
12460
12438
12412
12408
12304
12281
12280
12268
12252
12238
12180
12135
12129
12109
12101
12005
12003
11938
11884
11882
11865
11832
11809
11794
11790
11765
11726
11710
11706
11655
11647
11622
11589
11577
11550
11531
11422
11377
11345
11338
11293
11214
11147
11141
11135
11121
11086
11039
10980
10970
10902
10892
10877
10821
10803
10745
10647
10546
10506
10490
10418
10406
10355
10335
10306
10293
10291
10257
10233
10198
10187
10177
10174
10149
10139
10129
10108
10074
10069
10055
10046
10026
10024
10008
10002
9953
9895
9890
9816
9815
9789
9757
9741
9705
9696
9665
9629
9579
9524
9512
9509
9504
9437
9425
9418
9395
9394
9380
9347
9346
9342
9319
9298
9267
9265
9256
9255
9254
9216
9214
9206
9195
9187
9183
9162
9152
9143
9087
9057
9032
9021
9004
8984
8981
8980
8963
8959
8953
8953
8904
8883
8876
8820
8807
8806
8796
8795
8781
8766
8765
8753
8751
8749
8748
8737
8732
8731
8721
8719
8703
8697
8693
8690
8677
8661
8629
8564
8556
8545
8542
8522
8521
8485
8475
8442
8440
8438
8410
8408
8397
8388
8379
8365
8360
8335
8315
8314
8308
8301
8301
8295
8280
8254
8247
8229
8227
8221
8221
8217
8214
8209
8205
8204
8201
8198
8189
8175
8162
8144
8142
8141
8134
8129
8126
8116
8079
8078
8078
8069
8026
8023
8019
7994
7984
7961
7955
7954
7937
7917
7893
7885
7875
7874
7860
7835
7824
7793
7787
7774
7755
7748
7741
7733
7723
7713
7706
7697
7687
7678
7660
7646
7636
7634
7612
7589
7583
7567
7565
7530
7506
7504
7482
7469
7463
7457
7451
7427
7406
7397
7396
7390
7381
7379
7377
7374
7368
7351
7343
7341
7317
7306
7286
7278
7264
7261
7261
7249
7248
7239
7225
7223
7191
7191
7186
7182
7170
7162
7160
7155
7146
7146
7142
7135
7122
7117
7110
7097
7076
7074
7070
7065
7065
7064
7059
7059
7038
7037
7032
7029
7017
6999
6998
6992
6988
6986
6944
6938
6931
6924
6914
6911
6911
6906
6893
6892
6886
6878
6873
6871
6870
6863
6861
6860
6859
6856
6854
6854
6843
6820
6813
6808
6793
6790
6776
6758
6748
6723
6697
6696
6695
6688
6683
6676
6673
6671
6666
6664
6662
6643
6642
6633
6614
6608
6605
6599
6594
6590
6582
6574
6572
6561
6554
6550
6549
6543
6539
6538
6528
6524
6502
6497
6484
6481
6469
6468
6467
6463
6455
6449
6446
6446
6436
6427
6426
6422
6419
6413
6404
6403
6396
6390
6388
6376
