Games Played
30115
24258
23120
22492
21645
21213
19474
19059
18615
18612
18452
17421
16550
16471
16400
16381
16211
16162
16147
16056
15862
15802
15761
15686
15546
15502
15397
15323
15185
15024
14952
14795
14756
14664
14530
14292
14183
14046
13894
13872
13866
13825
13794
13742
13717
13645
13581
13539
13486
13316
13311
13227
13006
12969
12969
12863
12782
12684
12675
12675
12612
12549
12511
12505
12497
12494
12279
12247
12207
12200
12183
12085
12085
12080
12055
12016
12013
11923
11894
11886
11804
11791
11748
11685
11677
11627
11622
11597
11557
11484
11481
11461
11401
11376
11361
11247
11167
11065
11057
11029
11006
10989
10982
10956
10943
10872
10871
10776
10740
10686
10679
10659
10636
10598
10595
10539
10453
10439
10355
10325
10303
10298
10274
10269
10241
10240
10214
10212
10173
10149
10148
10136
10128
10125
10099
10087
10072
9987
9986
9941
9931
9911
9906
9876
9863
9845
9837
9830
9787
9770
9730
9729
9684
9667
9658
9641
9607
9470
9382
9280
9263
9235
9165
9162
9145
9119
9112
9096
9085
9041
9039
9035
9025
9010
9009
8980
8968
8962
8945
8943
8934
8885
8871
8861
8857
8835
8782
8758
8748
8736
8724
8715
8704
8701
8696
8691
8678
8669
8665
8633
8632
8632
8597
8595
8556
8547
8534
8525
8521
8507
8477
8462
8462
8451
8448
8445
8431
8420
8419
8413
8402
8398
8395
8389
8379
8360
8359
8354
8348
8343
8338
8330
8318
8291
8288
8270
8266
8215
8187
8187
8174
8147
8147
8141
8134
8128
8107
8086
8066
8063
8059
8046
8037
8022
8007
8003
7993
7977
7955
7955
7933
7929
7921
7865
7820
7809
7806
7789
7784
7767
7765
7758
7738
7718
7704
7697
7681
7680
7676
7657
7651
7645
7642
7642
7638
7627
7610
7593
7589
7583
7570
7568
7557
7552
7541
7536
7525
7505
7502
7478
7475
7468
7468
7458
7418
7409
7405
7403
7397
7394
7383
7382
7361
7357
7348
7347
7344
7324
7321
7274
7267
7265
7264
7260
7259
7244
7211
7204
7204
7189
7184
7158
7148
7142
7134
7131
7131
7098
7098
7093
7091
7088
7082
7067
7067
7064
7054
7047
7036
7028
7017
7014
7011
6999
6991
6986
6976
6961
6955
6950
6912
6896
6894
6886
6861
6857
6852
6848
6844
6790
6773
6771
6769
6756
6755
6744
6741
6736
6724
6718
6706
6679
6661
6658
6648
6637
6635
6614
6611
6609
6607
6589
6589
6585
6560
6556
6547
6533
6519
6512
6510
6491
6488
6486
6485
6482
6451
6450
6446
6435
6431
6426
6396
6386
6374
6369
6368
6367
6356
6350
6347
6334
6330
6315
6311
6299
6289
6282
6276
6262
6261
6256
6250
6249
6246
6240
6239
6239
6216
6211
6211
6203
6202
6193
6180
6179
6178
6170
6162
6157
6146
6140
6136
6131
6130
6125
6124
6120
6113
6113
6111
6094
6057
6051
6040
6040
6022
6020
6004
5997
5993
5993
5991
5979
5978
5973
5953
5947
5946
5944
5942
5938
5935
5927
5916
5902
5901
5898
5895
5895
5892
5887
5878
5867
5867
5863
5862
5854
5842
5836
