player_name,legend,legend_category,BR Kills,BR Damage,BR Wins
AG TO OP,Horizon,Skirmisher,25574.0,6580619.4748061085,1584.6688999673288
AG TO OP,Bangalore,Assault,6204.0,953553.0,377.16228779937757
AG TO OP,Octane,Skirmisher,4001.0,1108545.0,124.0
AG TO OP,Wraith,Skirmisher,3456.0,1028584.9149261172,210.1756456265768
AG TO OP,Conduit,Support,3085.0,935456.9276887777,187.12035141550803
AG TO OP,Revenant,Skirmisher,2297.0,737654.0868720025,138.15115508579862
AG TO OP,Caustic,Controller,1538.0,547130.7922274183,90.98412461086279
AG TO OP,Mad Maggie,Assault,1444.0,523535.02187617857,85.14262149538985
AG TO OP,Valkyrie,Skirmisher,1272.0,480359.78251008043,74.45391366707764
AG TO OP,Gibraltar,Support,1093.0,435427.41130931553,63.330200287613195
AG TO OP,Lifeline,Support,983.0,407815.33962169464,56.49439876950656
AG TO OP,Bloodhound,Recon,852.0,374931.8724300734,48.35358059794319
AG TO OP,Ballistic,Assault,762.0,352340.177412929,42.76065208312867
AG TO OP,Loba,Support,580.0,306654.7497115926,31.450507753170406
AG TO OP,Seer,Recon,544.0,297618.0717047349,29.213336347244592
AG TO OP,Catalyst,Controller,317.0,240636.79649482627,15.106727759879071
AG TO OP,Mirage,Support,290.0,233859.28798968298,13.428849205434712
AG TO OP,Rampart,Controller,251.0,224069.55348225374,11.005246849015084
AG TO OP,Crypto,Recon,236.0,220304.27097939636,10.073092096545997
AG TO OP,Newcastle,Support,199.0,211016.57413901476,7.773777040455581
AG TO OP,Alter,Skirmisher,198.0,210765.55530549094,7.7116333902909755
AG TO OP,Ash,Assault,127.0,192943.2181252993,3.2994342286039604
AOTP DEIMOS,Wraith,Skirmisher,65286.0,17728361.0,5423.0
AOTP DEIMOS,Octane,Skirmisher,5180.0,1461341.383921194,317.31129851035723
AOTP DEIMOS,Pathfinder,Skirmisher,4866.0,1263183.0,297.2077490820169
AOTP DEIMOS,Valkyrie,Skirmisher,953.0,271008.0,53.99047487806756
AOTP DEIMOS,Gibraltar,Support,543.0,297367.0528712111,29.151192697079992
AOTP DEIMOS,Conduit,Support,531.0,294354.8268689251,28.40546889510472
AOTP DEIMOS,Bangalore,Assault,500.0,286573.2430296865,26.479015740001937
AOTP DEIMOS,Horizon,Skirmisher,441.0,124021.0,33.0
AOTP DEIMOS,Seer,Recon,10.0,163574.0146030116,-3.971372840654922
AQUA peeks,Catalyst,Controller,112359.0,27388862.0,6972.974574695827
AQUA peeks,Wraith,Skirmisher,4825.0,1788001.0,297.3073876425884
AQUA peeks,Lifeline,Support,2629.0,671227.0,134.0
AQUA peeks,Horizon,Skirmisher,850.0,374429.83476302575,48.22929329761398
AQUA peeks,Bloodhound,Recon,689.0,237714.0,37.74769938384786
AQUA peeks,Loba,Support,506.0,162578.0,19.0
AQUA peeks,Pathfinder,Skirmisher,443.0,272265.1695188284,22.936827680619405
AQUA peeks,Gibraltar,Support,280.0,103147.0,12.173115417503645
AQUA peeks,Rampart,Controller,61.0,176375.97511272674,-0.8020466822600243
AQUA peeks,Ash,Assault,60.0,176124.95627920292,-0.8641903324246298
AQUA peeks,Mirage,Support,15.0,164829.10877063073,-3.6606545898318927
AQUA peeks,Newcastle,Support,10.0,163574.0146030116,-3.971372840654922
ARN Staan,Bangalore,Assault,44696.0,12302378.0,2777.540392201
ARN Staan,Pathfinder,Skirmisher,19073.0,5011271.0,727.0
ARN Staan,Horizon,Skirmisher,3500.0,1184810.0,213.62826525469472
ARN Staan,Wraith,Skirmisher,1968.0,655068.8906426636,117.7058941816433
ARN Staan,Ash,Assault,614.0,173839.0,32.864041621394946
ARN Staan,Loba,Support,279.0,231098.08082092088,12.74526905362405
ARN Staan,Revenant,Skirmisher,173.0,204490.0844673953,6.15804213617583
ARN Staan,Catalyst,Controller,77.0,180392.27644910797,0.1922517203736689
ARN Staan,Octane,Skirmisher,2792.8513839146044,195277.0,165.6658632788291
ATV0,Bangalore,Assault,26457.0,8079649.0,1925.0
ATV0,Gibraltar,Support,13492.0,4116461.0,1069.0
ATV0,Revenant,Skirmisher,6970.0,1934106.0,405.0
ATV0,Newcastle,Support,6671.0,1946480.0,410.51602297770626
ATV0,Ballistic,Assault,1903.0,638752.6664636149,113.66655692094393
ATV0,Pathfinder,Skirmisher,1670.0,580265.2782525633,99.18708643259077
ATV0,Octane,Skirmisher,1026.0,267143.0,64.0
ATV0,Seer,Recon,1005.0,413337.75395921886,57.861559073127886
ATV0,Lifeline,Support,840.0,371919.6464277875,47.607856795967926
ATV0,Fuse,Assault,317.0,240944.76465155336,16.0
ATV0,Loba,Support,296.0,92538.0,13.095053156983052
ATV0,Ash,Assault,213.0,214530.83780834835,8.643788142760064
ATV0,Mad Maggie,Assault,199.0,211016.57413901476,7.773777040455581
ATV0,Catalyst,Controller,145.0,197461.55712872813,4.418019931566866
ATV0,Wattson,Controller,127.0,192943.2181252993,3.2994342286039604
AUSTINN TTV,Wraith,Skirmisher,26273.0,7581854.0,1476.0
AUSTINN TTV,Bangalore,Assault,10953.0,3094872.0,592.0
AUSTINN TTV,Pathfinder,Skirmisher,5526.0,1605122.0,259.0
AUSTINN TTV,Horizon,Skirmisher,5043.0,1468941.0,275.0
AUSTINN TTV,Valkyrie,Skirmisher,4921.0,1453137.0,286.0
AUSTINN TTV,Octane,Skirmisher,2291.0,711845.0,124.0
AUSTINN TTV,Vantage,Recon,1526.0,461605.0,98.0
AUSTINN TTV,Mirage,Support,919.0,258606.0,50.0
AUSTINN TTV,Bloodhound,Recon,519.0,169736.0,37.0
AUSTINN TTV,Caustic,Controller,263.0,86555.0,13.0
AUSTINN TTV,Lifeline,Support,138.0,332585.0,100.0
AUSTINN TTV,Mad Maggie,Assault,124.0,34175.0,12.0
AUSTINN TTV,Loba,Support,73.0,172984.0,5.0
AUSTINN TTV,Crypto,Recon,63.0,25037.0,2.0
AUSTINN TTV,Conduit,Support,36.0,170100.50427463106,-2.35563793637517
AUSTINN TTV,Seer,Recon,28.0,12961.0,2.0
AalkyTV,Crypto,Recon,9111.0,2959506.0,1133.0
AalkyTV,Wraith,Skirmisher,7819.0,2174524.0,481.5594536977247
AalkyTV,Lifeline,Support,7193.0,2011702.0,473.0
AalkyTV,Loba,Support,6195.0,104284.0,786.0
AalkyTV,Horizon,Skirmisher,2982.0,856678.0,208.0
AalkyTV,Revenant,Skirmisher,2560.0,1118497.0,156.0525742929931
AalkyTV,Octane,Skirmisher,2427.0,656174.0,122.0
AalkyTV,Caustic,Controller,2384.0,667354.0,143.1017838021577
AalkyTV,Seer,Recon,2307.0,606113.0,138.10935471132345
AalkyTV,Gibraltar,Support,1997.0,569565.0,134.0
AalkyTV,Bloodhound,Recon,1858.0,542395.0,110.44923777055848
AalkyTV,Pathfinder,Skirmisher,1621.0,445153.0,95.53441677932955
AalkyTV,Conduit,Support,1479.0,435382.0,86.83803197115729
AalkyTV,Bangalore,Assault,1288.0,358640.0,74.0
AalkyTV,Newcastle,Support,1233.0,371721.0,71.54124223090864
AalkyTV,Valkyrie,Skirmisher,921.0,268835.0,65.0
AalkyTV,Mirage,Support,864.0,228676.0,40.0
AalkyTV,Wattson,Controller,795.0,245432.0,44.24146548078479
AalkyTV,Rampart,Controller,582.0,170103.0,30.89670284094091
AalkyTV,Mad Maggie,Assault,530.0,155036.0,31.0
AalkyTV,Vantage,Recon,407.0,119775.0,31.0
AalkyTV,Ash,Assault,283.0,79555.0,22.0
AalkyTV,Catalyst,Controller,199.0,60365.0,7.028407932550888
Abisx,Lifeline,Support,34076.0,9533154.0,2712.0
Abisx,Octane,Skirmisher,14324.0,3740359.0,1093.0
Abisx,Pathfinder,Skirmisher,12327.0,3605700.0,1093.0
Abisx,Gibraltar,Support,3800.0,1402167.0,458.0
Abisx,Horizon,Skirmisher,3800.0,1114935.3936583134,231.5530612832012
Abisx,Bangalore,Assault,3076.0,1029651.0,199.0
Abisx,Bloodhound,Recon,1726.0,564179.0,102.51799261140096
Abisx,Revenant,Skirmisher,1528.0,536816.0,112.0
Abisx,Wraith,Skirmisher,1397.0,511737.13670055877,82.22186993765338
Abisx,Valkyrie,Skirmisher,834.0,370413.5334266445,47.23499489498029
Abisx,Caustic,Controller,801.0,362129.91192035825,45.1842544395483
Abisx,Loba,Support,626.0,318201.61605368863,34.30911566074227
Abisx,Mirage,Support,393.0,259714.2278426371,19.829645172389114
Abisx,Wattson,Controller,261.0,226579.741817492,11.626683350661143
Abisx,Seer,Recon,134.0,199749.0,3.7594186609791134
Abisx,Ash,Assault,114.0,189679.97328948954,2.4915667764640856
Abisx,Rampart,Controller,41.0,171355.59844225022,-2.0449196855521405
Abisx,Fuse,Assault,36.0,170100.50427463106,-2.35563793637517
Above Faded,Wraith,Skirmisher,51340.0,16850472.0,1537.0
