player_name,BR Kills,BR Damage,BR Wins
AIwaysLovedYou,1214,291127,0
AIwaysLovedYou,624,150841,38
AIwaysLovedYou,543,210010,40
AIwaysLovedYou,436,138059,0
AIwaysLovedYou,392,0,0
AIwaysLovedYou,136,52542,0
AIwaysLovedYou,109,3404,0
AIwaysLovedYou,65,16803,1
AIwaysLovedYou,3,0,0
ALSHANAB__,88383,21536152,5251
ALSHANAB__,1017,322374,0
ALSHANAB__,879,356740,0
ALSHANAB__,501,0,0
ALSHANAB__,405,0,0
ALSHANAB__,348,0,30
APex_WHITEWOLF,65438,14164808,2083
APex_WHITEWOLF,4089,1102688,137
APex_WHITEWOLF,3869,1023002,0
APex_WHITEWOLF,3015,801346,94
APex_WHITEWOLF,1834,458899,47
APex_WHITEWOLF,1634,444669,0
APex_WHITEWOLF,1368,413183,0
APex_WHITEWOLF,1231,315233,0
APex_WHITEWOLF,495,151353,20
APex_WHITEWOLF,358,0,0
APex_WHITEWOLF,322,96158,9
APex_WHITEWOLF,287,82375,3
APex_WHITEWOLF,85,23663,0
APex_WHITEWOLF,76,19853,4
AQUAS_SPIRIT,45015,13467855,4192
AQUAS_SPIRIT,8713,2510571,704
AQUAS_SPIRIT,7597,0,0
AQUAS_SPIRIT,6623,1945006,512
AQUAS_SPIRIT,5414,1626420,488
AQUAS_SPIRIT,2712,796856,191
AQUAS_SPIRIT,2416,686148,217
AQUAS_SPIRIT,2288,715191,178
AQUAS_SPIRIT,1528,474260,110
AQUAS_SPIRIT,1527,485708,93
AQUAS_SPIRIT,1384,456336,80
AQUAS_SPIRIT,1068,391208,0
AQUAS_SPIRIT,674,0,0
AQUAS_SPIRIT,557,0,0
AQUAS_SPIRIT,457,0,0
AQUAS_SPIRIT,421,125523,30
AQUAS_SPIRIT,374,126680,0
AQUAS_SPIRIT,321,98377,27
AQUAS_SPIRIT,161,0,0
AQUAS_SPIRIT,25,0,0
ARODR1_TTG,70099,18803748,0
ARODR1_TTG,40079,10177468,0
ARODR1_TTG,11142,3008364,0
ARODR1_TTG,8497,2346327,0
ARODR1_TTG,2767,0,0
ARODR1_TTG,2307,742319,123
ARODR1_TTG,1774,0,0
ARODR1_TTG,1733,455185,0
ARODR1_TTG,1261,0,0
AWESOME4SUMM,92919,25775698,5391
AWESOME4SUMM,1735,648164,0
AWESOME4SUMM,1051,0,0
AWESOME4SUMM,842,250814,45
AWESOME4SUMM,499,0,0
AWESOME4SUMM,293,0,0
AWESOME4SUMM,280,0,0
AWESOME4SUMM,219,0,0
AWESOME4SUMM,98,0,0
AWESOME4SUMM,91,0,0
AWESOME4SUMM,37,0,0
AWESOME4SUMM,0,0,59
AbyssionHanmaTTV,91550,23529583,5705
AbyssionHanmaTTV,30052,7492585,0
AbyssionHanmaTTV,14270,3637445,0
AbyssionHanmaTTV,3379,831897,0
AbyssionHanmaTTV,2359,640746,0
AbyssionHanmaTTV,2086,552860,0
AbyssionHanmaTTV,878,213817,0
AbyssionHanmaTTV,527,126167,0
AbyssionHanmaTTV,378,0,0
AbyssionHanmaTTV,344,0,0
AbyssionHanmaTTV,168,0,0
AbyssionHanmaTTV,125,0,0
AbyssionHanmaTTV,93,0,0
AbyssionHanmaTTV,34,9792,0
AbyssionHanmaTTV,23,0,0
AbyssionHanmaTTV,7,0,0
AbyssionHanmaTTV,0,68673,0
AcedHigh,60436,15896544,4663
AcedHigh,11520,3105073,485
AcedHigh,1030,0,0
AcedHigh,400,104002,24
AcedHigh,267,0,0
AcedHigh,182,0,0
AcedHigh,172,0,0
AcedHigh,28,0,0
Aches&Pains,252763,67738521,24015
Aches&Pains,1391,0,0
Aches&Pains,538,183877,0
Aches&Pains,143,0,0
Aches&Pains,142,0,0
Aches&Pains,117,28368,8
Aches&Pains,77,0,0
Aches&Pains,69,0,0
Aches&Pains,48,0,0
AggressiveExpert,35373,10837275,1564
AggressiveExpert,20739,6497094,937
AggressiveExpert,9269,1089590,0
AggressiveExpert,3140,980108,0
AggressiveExpert,2963,859545,0
AggressiveExpert,1061,323185,65
AggressiveExpert,935,0,0
AggressiveExpert,504,0,0
AggressiveExpert,348,0,0
AggressiveExpert,272,0,0
AggressiveExpert,13,4655,2
Ahzyee,59860,15175449,2188
Ahzyee,9050,2424378,907
Ahzyee,3921,0,0
Ahzyee,3225,0,0
Ahzyee,2124,644766,166
Ahzyee,1106,275137,38
Ahzyee,767,0,0
Ahzyee,170,0,0
Ahzyee,41,0,0
Ahzyee,15,0,0
AiiiFl,25116,6698250,2104
AiiiFl,23146,6762102,1575
AiiiFl,14221,4256835,0
AiiiFl,5161,0,0
AiiiFl,4420,1285411,295
AiiiFl,874,0,0
AiiiFl,556,0,0
AiiiFl,509,177590,16
AiiiFl,368,0,0
AiiiFl,135,0,0
AimAssistAbxsrTV,23512,6614901,1211
AimAssistAbxsrTV,19471,5422585,941
AimAssistAbxsrTV,15684,4928740,0
AimAssistAbxsrTV,5510,0,0
AimAssistAbxsrTV,4964,1180619,0
AimAssistAbxsrTV,4454,1341001,220
AimAssistAbxsrTV,2248,657208,0
AimAssistAbxsrTV,2182,722677,0
AimAssistAbxsrTV,2013,0,0
AimAssistAbxsrTV,1861,524883,0
AimAssistAbxsrTV,1731,483154,0
AimAssistAbxsrTV,1679,0,0
AimAssistAbxsrTV,1591,503811,0
AimAssistAbxsrTV,1518,445555,0
AimAssistAbxsrTV,1261,382965,0
AimAssistAbxsrTV,266,85322,0
AimAssistAbxsrTV,118,0,0
AimAssistAbxsrTV,17,0,0
Airflow_11,26034,7493743,965
Airflow_11,11183,0,0
Airflow_11,10065,2823859,405
Airflow_11,4640,1267083,189
Airflow_11,3410,0,0
Airflow_11,1877,400878,41
