Games Played
41757
40910
40434
38340
34068
33804
31570
30317
30102
30079
29500
29000
28976
28825
28235
27782
26400
25641
25474
25063
24941
24898
23969
23781
23400
23224
23073
22897
22546
22429
22129
22067
21862
21746
21733
21582
21352
21228
21212
21200
20896
20877
20851
20732
20673
20668
20512
20322
20273
20187
20128
19894
19796
19793
19615
19500
19411
19272
19235
19191
19127
18999
18993
18960
18937
18862
18794
18749
18613
18538
18515
18447
18431
18219
18208
18174
18060
17993
17984
17919
17903
17883
17868
17849
17700
17676
17557
17528
17511
17420
17313
17278
17257
17174
17161
17102
17058
17042
17032
16926
16916
16900
16774
16726
16600
16578
16457
16452
16416
16381
16343
16257
16255
16186
16172
16158
16112
16092
16077
16060
16004
16004
15981
15959
15902
15888
15886
15884
15857
15786
15772
15641
15638
15633
15628
15612
15590
15569
15568
15528
15527
15505
15503
15495
15484
15368
15342
15274
15262
15262
15183
15167
15117
15051
14963
14915
14886
14831
14799
14734
14699
14694
14690
14662
14625
14625
14570
14531
14477
14468
14460
14431
14384
14374
14356
14350
14308
14285
14282
14244
14211
14175
14157
14150
14127
14111
14092
14081
14079
14072
14065
14053
14011
13997
13969
13957
13954
13943
13934
13931
13920
13915
13875
13870
13836
13829
13824
13782
13765
13757
13748
13706
13679
13656
13654
13632
13606
13579
13554
13526
13523
13503
13483
13462
13462
13455
13450
13425
13397
13383
13373
13369
13367
13366
13338
13317
13309
13269
13236
13188
13135
13133
13108
13062
13035
13028
13021
13008
12994
12991
12987
12987
12983
12966
12954
12952
12949
12946
12941
12934
12924
12914
12901
12895
12891
12889
12874
12850
12809
12800
12797
12779
12772
12767
12760
12752
12746
12742
12716
12709
12696
12673
12659
12637
12624
12620
12616
12607
12592
12555
12553
12546
12535
12528
12524
12515
12506
12489
12456
12456
12444
12422
12407
12385
12383
12382
12379
12372
12358
12336
12318
12305
12286
12279
12270
12235
12224
12220
12203
12171
12127
12121
12113
12106
12085
12068
12067
12063
12032
12029
12003
11968
11929
11920
11920
11919
11909
11874
11867
11853
11844
11822
11819
11819
11814
11814
11799
11790
11790
11780
11776
11775
11755
11737
11729
11726
11718
11717
11712
11709
11687
11681
11681
11680
11669
11654
11650
11648
11646
11646
11645
11639
11627
11619
11612
11562
11559
11543
11517
11515
11513
11508
11465
11457
11457
11451
11439
11425
11405
11399
11386
11368
11364
11351
11345
11336
11328
11323
11322
11284
11257
11250
11250
11236
11234
11231
11229
11221
11218
11217
11213
11211
11203
11200
11190
11173
11172
11139
11133
11129
11116
11109
11104
11102
11096
11087
11086
11076
11071
11067
11056
11055
11054
11051
11047
11024
11016
11009
11006
10999
10994
10993
10988
10979
10973
10973
10965
10962
10955
10953
10949
10949
10948
10946
10943
10938
10907
10897
10893
10890
10883
10879
10879
10873
10872
10856
10854
10853
10836
10829
10826
10809
10797
10791
10788
10781
10774
10770
10754
10747
10746
10743
10726
10715
10702
10698
10693
10678
10671
10670
10663
10663
10657
10657
10657
10652
10646
10641
10640
10635
