player_name,career_kills,career_wins,career_revives,legend,BR Kills,BR Damage,BR Wins
xoKaiz,351847,12109,16901,Global,0,0,0
xoKaiz,351847,12109,16901,Revenant,30,5967,0
xoKaiz,351847,12109,16901,Crypto,0,0,0
xoKaiz,351847,12109,16901,Horizon,339695,67058064,12050
xoKaiz,351847,12109,16901,Gibraltar,0,0,0
xoKaiz,351847,12109,16901,Wattson,0,0,0
xoKaiz,351847,12109,16901,Fuse,0,0,0
xoKaiz,351847,12109,16901,Bangalore,0,0,0
xoKaiz,351847,12109,16901,Wraith,2420,666842,93
xoKaiz,351847,12109,16901,Octane,1241,316562,0
xoKaiz,351847,12109,16901,Bloodhound,0,0,0
xoKaiz,351847,12109,16901,Caustic,0,0,0
xoKaiz,351847,12109,16901,Lifeline,861,0,0
xoKaiz,351847,12109,16901,Pathfinder,176,0,0
xoKaiz,351847,12109,16901,Loba,585,0,0
xoKaiz,351847,12109,16901,Mirage,0,0,0
xoKaiz,351847,12109,16901,Rampart,0,0,0
xoKaiz,351847,12109,16901,Valkyrie,0,0,0
xoKaiz,351847,12109,16901,Seer,0,0,0
xoKaiz,351847,12109,16901,Ash,0,0,0
xoKaiz,351847,12109,16901,Mad Maggie,67,0,0
xoKaiz,351847,12109,16901,Newcastle,0,0,0
xoKaiz,351847,12109,16901,Vantage,0,0,0
xoKaiz,351847,12109,16901,Catalyst,0,0,0
xoKaiz,351847,12109,16901,Ballistic,85,0,0
xoKaiz,351847,12109,16901,Conduit,43,0,0
xoKaiz,351847,12109,16901,Alter,0,0,0
Upthrow,287983,19846,61712,Global,0,0,0
Upthrow,287983,19846,61712,Revenant,364,105876,28
Upthrow,287983,19846,61712,Crypto,154,47744,6
Upthrow,287983,19846,61712,Horizon,2307,740600,153
Upthrow,287983,19846,61712,Gibraltar,6422,2159576,491
Upthrow,287983,19846,61712,Wattson,355,94714,24
Upthrow,287983,19846,61712,Fuse,225,63788,15
Upthrow,287983,19846,61712,Bangalore,1884,529449,115
Upthrow,287983,19846,61712,Wraith,7049,2127426,400
Upthrow,287983,19846,61712,Octane,2253,685257,160
Upthrow,287983,19846,61712,Bloodhound,1448,519431,122
Upthrow,287983,19846,61712,Caustic,707,191859,43
Upthrow,287983,19846,61712,Lifeline,242134,64628041,16769
Upthrow,287983,19846,61712,Pathfinder,4392,1200652,247
Upthrow,287983,19846,61712,Loba,13572,4395547,906
Upthrow,287983,19846,61712,Mirage,427,110461,28
Upthrow,287983,19846,61712,Rampart,208,61458,12
Upthrow,287983,19846,61712,Valkyrie,1225,371734,108
Upthrow,287983,19846,61712,Seer,203,54672,5
Upthrow,287983,19846,61712,Ash,298,77333,20
Upthrow,287983,19846,61712,Mad Maggie,59,16873,4
Upthrow,287983,19846,61712,Newcastle,82,0,0
Upthrow,287983,19846,61712,Vantage,29,0,0
Upthrow,287983,19846,61712,Catalyst,311,0,0
Upthrow,287983,19846,61712,Ballistic,0,0,0
Upthrow,287983,19846,61712,Conduit,0,0,0
Upthrow,287983,19846,61712,Alter,0,0,0
Tollis,269662,16175,0,Global,0,0,0
Tollis,269662,16175,0,Revenant,547,129014,0
Tollis,269662,16175,0,Crypto,449,135512,0
Tollis,269662,16175,0,Horizon,16917,4225561,0
Tollis,269662,16175,0,Gibraltar,2119,508733,0
Tollis,269662,16175,0,Wattson,50000,11295938,0
Tollis,269662,16175,0,Fuse,934,262600,0
Tollis,269662,16175,0,Bangalore,2827,716540,0
Tollis,269662,16175,0,Wraith,29375,6513468,0
Tollis,269662,16175,0,Octane,1687,385466,0
Tollis,269662,16175,0,Bloodhound,2054,539775,0
Tollis,269662,16175,0,Caustic,6132,1616989,0
Tollis,269662,16175,0,Lifeline,2667,617210,0
Tollis,269662,16175,0,Pathfinder,6840,121405,0
Tollis,269662,16175,0,Loba,35519,8987343,2238
Tollis,269662,16175,0,Mirage,0,0,0
Tollis,269662,16175,0,Rampart,2549,556940,0
Tollis,269662,16175,0,Valkyrie,13260,3314358,0
Tollis,269662,16175,0,Seer,791,243036,0
Tollis,269662,16175,0,Ash,3861,0,0
Tollis,269662,16175,0,Mad Maggie,418,103120,0
Tollis,269662,16175,0,Newcastle,1311,0,0
Tollis,269662,16175,0,Vantage,50679,10683833,2419
Tollis,269662,16175,0,Catalyst,386,0,0
Tollis,269662,16175,0,Ballistic,0,0,0
Tollis,269662,16175,0,Conduit,5185,0,0
Tollis,269662,16175,0,Alter,0,0,0
Forget Dat,263062,0,0,Global,0,0,0
Forget Dat,263062,0,0,Revenant,263,76324,0
Forget Dat,263062,0,0,Crypto,29,0,0
Forget Dat,263062,0,0,Horizon,1139,309727,14
Forget Dat,263062,0,0,Gibraltar,348,97910,8
Forget Dat,263062,0,0,Wattson,0,0,0
Forget Dat,263062,0,0,Fuse,163,0,0
Forget Dat,263062,0,0,Bangalore,137,0,0
Forget Dat,263062,0,0,Wraith,472,0,0
Forget Dat,263062,0,0,Octane,10350,2795628,328
Forget Dat,263062,0,0,Bloodhound,80,23780,0
Forget Dat,263062,0,0,Caustic,1201,340680,0
Forget Dat,263062,0,0,Lifeline,228,0,0
Forget Dat,263062,0,0,Pathfinder,58,15547,2
Forget Dat,263062,0,0,Loba,0,0,0
Forget Dat,263062,0,0,Mirage,0,0,0
Forget Dat,263062,0,0,Rampart,54,0,0
Forget Dat,263062,0,0,Valkyrie,720,0,0
Forget Dat,263062,0,0,Seer,100034,20031488,0
Forget Dat,263062,0,0,Ash,2156,0,0
Forget Dat,263062,0,0,Mad Maggie,0,0,0
Forget Dat,263062,0,0,Newcastle,1,0,0
Forget Dat,263062,0,0,Vantage,21829,3994022,806
Forget Dat,263062,0,0,Catalyst,108752,23673539,4210
Forget Dat,263062,0,0,Ballistic,0,0,0
Forget Dat,263062,0,0,Conduit,0,0,0
Forget Dat,263062,0,0,Alter,0,0,0
iMarshTV,235493,16196,19687,Global,0,0,0
iMarshTV,235493,16196,19687,Revenant,9,0,0
iMarshTV,235493,16196,19687,Crypto,0,0,0
iMarshTV,235493,16196,19687,Horizon,8,0,0
iMarshTV,235493,16196,19687,Gibraltar,0,0,0
iMarshTV,235493,16196,19687,Wattson,0,0,0
iMarshTV,235493,16196,19687,Fuse,0,0,0
iMarshTV,235493,16196,19687,Bangalore,0,0,0
iMarshTV,235493,16196,19687,Wraith,0,0,0
iMarshTV,235493,16196,19687,Octane,28,0,0
iMarshTV,235493,16196,19687,Bloodhound,233694,54488126,16117
iMarshTV,235493,16196,19687,Caustic,713,0,0
iMarshTV,235493,16196,19687,Lifeline,0,0,0
iMarshTV,235493,16196,19687,Pathfinder,227,0,0
iMarshTV,235493,16196,19687,Loba,0,0,0
iMarshTV,235493,16196,19687,Mirage,22,0,0
iMarshTV,235493,16196,19687,Rampart,0,0,0
iMarshTV,235493,16196,19687,Valkyrie,0,0,0
iMarshTV,235493,16196,19687,Seer,0,0,0
iMarshTV,235493,16196,19687,Ash,0,0,0
iMarshTV,235493,16196,19687,Mad Maggie,0,0,0
iMarshTV,235493,16196,19687,Newcastle,0,0,0
iMarshTV,235493,16196,19687,Vantage,0,0,0
iMarshTV,235493,16196,19687,Catalyst,0,0,0
iMarshTV,235493,16196,19687,Ballistic,0,0,0
iMarshTV,235493,16196,19687,Conduit,0,0,0
iMarshTV,235493,16196,19687,Alter,0,0,0
imVashy,234136,12725,25491,Global,0,0,0
imVashy,234136,12725,25491,Revenant,0,0,0
imVashy,234136,12725,25491,Crypto,0,0,0
imVashy,234136,12725,25491,Horizon,0,0,0
imVashy,234136,12725,25491,Gibraltar,0,0,0
imVashy,234136,12725,25491,Wattson,0,0,0
imVashy,234136,12725,25491,Fuse,0,0,0
imVashy,234136,12725,25491,Bangalore,0,0,0
imVashy,234136,12725,25491,Wraith,227593,58984990,11997
imVashy,234136,12725,25491,Octane,0,0,0
imVashy,234136,12725,25491,Bloodhound,0,0,0
imVashy,234136,12725,25491,Caustic,237,0,0
imVashy,234136,12725,25491,Lifeline,0,0,0
imVashy,234136,12725,25491,Pathfinder,0,0,0
imVashy,234136,12725,25491,Loba,0,0,0
imVashy,234136,12725,25491,Mirage,0,0,0
imVashy,234136,12725,25491,Rampart,0,0,0
imVashy,234136,12725,25491,Valkyrie,0,0,0
imVashy,234136,12725,25491,Seer,29,0,0
imVashy,234136,12725,25491,Ash,0,0,0
imVashy,234136,12725,25491,Mad Maggie,0,0,0
imVashy,234136,12725,25491,Newcastle,0,0,0
imVashy,234136,12725,25491,Vantage,0,0,0
imVashy,234136,12725,25491,Catalyst,0,0,0
imVashy,234136,12725,25491,Ballistic,0,0,0
imVashy,234136,12725,25491,Conduit,0,0,0
imVashy,234136,12725,25491,Alter,0,0,0
Bowlesy89,213721,14531,23696,Global,0,0,0
Bowlesy89,213721,14531,23696,Revenant,2251,380944,75
Bowlesy89,213721,14531,23696,Crypto,542,174742,41
Bowlesy89,213721,14531,23696,Horizon,5716,1702562,329
Bowlesy89,213721,14531,23696,Gibraltar,2225,777355,163
Bowlesy89,213721,14531,23696,Wattson,1151,0,71
Bowlesy89,213721,14531,23696,Fuse,314,71459,0
Bowlesy89,213721,14531,23696,Bangalore,162084,44927801,11402
Bowlesy89,213721,14531,23696,Wraith,2680,723191,168
Bowlesy89,213721,14531,23696,Octane,7554,2286172,424
Bowlesy89,213721,14531,23696,Bloodhound,2546,859009,179
Bowlesy89,213721,14531,23696,Caustic,2646,851177,196
Bowlesy89,213721,14531,23696,Lifeline,888,234595,49
Bowlesy89,213721,14531,23696,Pathfinder,11001,3106543,703
Bowlesy89,213721,14531,23696,Loba,497,139627,33
Bowlesy89,213721,14531,23696,Mirage,1802,492019,110
Bowlesy89,213721,14531,23696,Rampart,279,96925,14
Bowlesy89,213721,14531,23696,Valkyrie,3192,1025090,180
Bowlesy89,213721,14531,23696,Seer,1752,557735,110
Bowlesy89,213721,14531,23696,Ash,78,0,0
Bowlesy89,213721,14531,23696,Mad Maggie,198,69266,13
Bowlesy89,213721,14531,23696,Newcastle,317,0,0
Bowlesy89,213721,14531,23696,Vantage,157,48079,11
Bowlesy89,213721,14531,23696,Catalyst,284,0,0
Bowlesy89,213721,14531,23696,Ballistic,0,0,0
Bowlesy89,213721,14531,23696,Conduit,0,0,0
Bowlesy89,213721,14531,23696,Alter,0,0,0
Go cry mutt,212436,12155,19627,Global,0,0,0
Go cry mutt,212436,12155,19627,Revenant,599,0,0
Go cry mutt,212436,12155,19627,Crypto,859,0,0
Go cry mutt,212436,12155,19627,Horizon,655,0,50
Go cry mutt,212436,12155,19627,Gibraltar,1206,0,0
Go cry mutt,212436,12155,19627,Wattson,115,0,0
Go cry mutt,212436,12155,19627,Fuse,0,0,0
Go cry mutt,212436,12155,19627,Bangalore,548,148872,22
Go cry mutt,212436,12155,19627,Wraith,1010,267908,50
Go cry mutt,212436,12155,19627,Octane,2638,599156,147
Go cry mutt,212436,12155,19627,Bloodhound,317,94730,15
Go cry mutt,212436,12155,19627,Caustic,1730,0,72
Go cry mutt,212436,12155,19627,Lifeline,3030,0,0
Go cry mutt,212436,12155,19627,Pathfinder,188966,34203833,9041
Go cry mutt,212436,12155,19627,Loba,0,0,0
Go cry mutt,212436,12155,19627,Mirage,146,0,2
Go cry mutt,212436,12155,19627,Rampart,45,0,0
Go cry mutt,212436,12155,19627,Valkyrie,528,97965,0
Go cry mutt,212436,12155,19627,Seer,36,0,0
Go cry mutt,212436,12155,19627,Ash,0,0,0
Go cry mutt,212436,12155,19627,Mad Maggie,0,0,0
Go cry mutt,212436,12155,19627,Newcastle,72,0,0
Go cry mutt,212436,12155,19627,Vantage,0,0,0
Go cry mutt,212436,12155,19627,Catalyst,25,0,0
Go cry mutt,212436,12155,19627,Ballistic,0,0,0
Go cry mutt,212436,12155,19627,Conduit,0,0,0
Go cry mutt,212436,12155,19627,Alter,0,0,0
SpunFIower,218786,16705,28795,Global,0,0,0
SpunFIower,218786,16705,28795,Revenant,0,0,0
SpunFIower,218786,16705,28795,Crypto,0,0,0
SpunFIower,218786,16705,28795,Horizon,2961,686978,195
SpunFIower,218786,16705,28795,Gibraltar,0,0,0
SpunFIower,218786,16705,28795,Wattson,0,0,0
SpunFIower,218786,16705,28795,Fuse,0,0,0
SpunFIower,218786,16705,28795,Bangalore,3032,892115,268
SpunFIower,218786,16705,28795,Wraith,90086,25012123,7122
SpunFIower,218786,16705,28795,Octane,26847,7763818,2073
SpunFIower,218786,16705,28795,Bloodhound,739,213940,0
SpunFIower,218786,16705,28795,Caustic,0,0,0
SpunFIower,218786,16705,28795,Lifeline,8271,2331358,0
SpunFIower,218786,16705,28795,Pathfinder,17716,4891003,1260
SpunFIower,218786,16705,28795,Loba,23349,6860592,1927
SpunFIower,218786,16705,28795,Mirage,0,0,0
SpunFIower,218786,16705,28795,Rampart,0,0,0
SpunFIower,218786,16705,28795,Valkyrie,2485,776214,211
SpunFIower,218786,16705,28795,Seer,0,0,0
SpunFIower,218786,16705,28795,Ash,0,0,0
SpunFIower,218786,16705,28795,Mad Maggie,0,0,0
SpunFIower,218786,16705,28795,Newcastle,0,0,0
SpunFIower,218786,16705,28795,Vantage,0,0,0
SpunFIower,218786,16705,28795,Catalyst,124,33226,0
SpunFIower,218786,16705,28795,Ballistic,0,0,0
SpunFIower,218786,16705,28795,Conduit,0,0,0
SpunFIower,218786,16705,28795,Alter,20323,0,0
Shwinyy,202705,0,0,Global,0,0,0
Shwinyy,202705,0,0,Revenant,300,0,0
Shwinyy,202705,0,0,Crypto,30,0,0
Shwinyy,202705,0,0,Horizon,1976,0,0
Shwinyy,202705,0,0,Gibraltar,474,139765,0
Shwinyy,202705,0,0,Wattson,7054,0,0
Shwinyy,202705,0,0,Fuse,48,0,0
Shwinyy,202705,0,0,Bangalore,823,0,0
Shwinyy,202705,0,0,Wraith,1011,268776,49
Shwinyy,202705,0,0,Octane,170084,44334126,5478
Shwinyy,202705,0,0,Bloodhound,449,115827,0
Shwinyy,202705,0,0,Caustic,203,0,0
Shwinyy,202705,0,0,Lifeline,14885,0,0
Shwinyy,202705,0,0,Pathfinder,2722,507646,0
Shwinyy,202705,0,0,Loba,244,91644,7
Shwinyy,202705,0,0,Mirage,300,68785,0
Shwinyy,202705,0,0,Rampart,117,0,0
Shwinyy,202705,0,0,Valkyrie,296,0,0
Shwinyy,202705,0,0,Seer,169,0,0
Shwinyy,202705,0,0,Ash,30,0,0
Shwinyy,202705,0,0,Mad Maggie,0,0,0
Shwinyy,202705,0,0,Newcastle,0,0,0
Shwinyy,202705,0,0,Vantage,0,0,0
Shwinyy,202705,0,0,Catalyst,0,0,0
Shwinyy,202705,0,0,Ballistic,0,0,0
Shwinyy,202705,0,0,Conduit,0,0,0
Shwinyy,202705,0,0,Alter,0,0,0
Aces Kunai,201927,10579,16149,Global,0,0,0
Aces Kunai,201927,10579,16149,Revenant,0,0,0
Aces Kunai,201927,10579,16149,Crypto,197,0,18
Aces Kunai,201927,10579,16149,Horizon,2642,759096,173
Aces Kunai,201927,10579,16149,Gibraltar,1092,327103,105
Aces Kunai,201927,10579,16149,Wattson,684,179449,63
Aces Kunai,201927,10579,16149,Fuse,149,0,12
Aces Kunai,201927,10579,16149,Bangalore,0,0,0
Aces Kunai,201927,10579,16149,Wraith,160193,31449785,8046
Aces Kunai,201927,10579,16149,Octane,13198,3492869,1130
Aces Kunai,201927,10579,16149,Bloodhound,481,150833,0
Aces Kunai,201927,10579,16149,Caustic,533,169336,0
Aces Kunai,201927,10579,16149,Lifeline,1296,351414,108
Aces Kunai,201927,10579,16149,Pathfinder,4604,1320594,375
Aces Kunai,201927,10579,16149,Loba,1368,295414,92
Aces Kunai,201927,10579,16149,Mirage,375,0,26
Aces Kunai,201927,10579,16149,Rampart,0,0,0
Aces Kunai,201927,10579,16149,Valkyrie,2628,686132,251
Aces Kunai,201927,10579,16149,Seer,930,0,0
Aces Kunai,201927,10579,16149,Ash,99,31738,11
Aces Kunai,201927,10579,16149,Mad Maggie,22,5445,0
Aces Kunai,201927,10579,16149,Newcastle,0,0,0
Aces Kunai,201927,10579,16149,Vantage,0,0,0
Aces Kunai,201927,10579,16149,Catalyst,61,0,0
Aces Kunai,201927,10579,16149,Ballistic,0,0,0
Aces Kunai,201927,10579,16149,Conduit,0,0,0
Aces Kunai,201927,10579,16149,Alter,0,0,0
Not InvisibIe,199933,14083,0,Global,0,0,0
Not InvisibIe,199933,14083,0,Revenant,14,4490,0
Not InvisibIe,199933,14083,0,Crypto,0,0,0
Not InvisibIe,199933,14083,0,Horizon,1490,413040,0
Not InvisibIe,199933,14083,0,Gibraltar,70,19586,0
Not InvisibIe,199933,14083,0,Wattson,123,34650,11
Not InvisibIe,199933,14083,0,Fuse,9,2885,0
Not InvisibIe,199933,14083,0,Bangalore,188049,49671981,13913
Not InvisibIe,199933,14083,0,Wraith,3689,976267,233
Not InvisibIe,199933,14083,0,Octane,82,20952,6
Not InvisibIe,199933,14083,0,Bloodhound,715,210737,58
Not InvisibIe,199933,14083,0,Caustic,8,2238,0
Not InvisibIe,199933,14083,0,Lifeline,577,154204,0
Not InvisibIe,199933,14083,0,Pathfinder,1711,462316,106
Not InvisibIe,199933,14083,0,Loba,30,7154,2
Not InvisibIe,199933,14083,0,Mirage,62,0,0
Not InvisibIe,199933,14083,0,Rampart,4,0,0
Not InvisibIe,199933,14083,0,Valkyrie,6,1413,0
Not InvisibIe,199933,14083,0,Seer,2,896,1
Not InvisibIe,199933,14083,0,Ash,0,0,0
Not InvisibIe,199933,14083,0,Mad Maggie,3,0,0
Not InvisibIe,199933,14083,0,Newcastle,22,0,0
Not InvisibIe,199933,14083,0,Vantage,0,0,0
Not InvisibIe,199933,14083,0,Catalyst,0,0,0
Not InvisibIe,199933,14083,0,Ballistic,0,0,0
Not InvisibIe,199933,14083,0,Conduit,0,0,0
Not InvisibIe,199933,14083,0,Alter,0,0,0
Wolvezxy,196155,17787,53805,Global,0,0,0
Wolvezxy,196155,17787,53805,Revenant,0,0,0
Wolvezxy,196155,17787,53805,Crypto,0,0,0
Wolvezxy,196155,17787,53805,Horizon,0,0,0
Wolvezxy,196155,17787,53805,Gibraltar,0,0,0
Wolvezxy,196155,17787,53805,Wattson,0,0,0
Wolvezxy,196155,17787,53805,Fuse,0,0,0
Wolvezxy,196155,17787,53805,Bangalore,0,0,0
Wolvezxy,196155,17787,53805,Wraith,0,0,0
Wolvezxy,196155,17787,53805,Octane,0,0,0
Wolvezxy,196155,17787,53805,Bloodhound,0,0,0
Wolvezxy,196155,17787,53805,Caustic,0,0,0
Wolvezxy,196155,17787,53805,Lifeline,190271,46205454,17389
Wolvezxy,196155,17787,53805,Pathfinder,0,0,0
Wolvezxy,196155,17787,53805,Loba,0,0,0
Wolvezxy,196155,17787,53805,Mirage,0,0,0
Wolvezxy,196155,17787,53805,Rampart,0,0,0
Wolvezxy,196155,17787,53805,Valkyrie,0,0,0
Wolvezxy,196155,17787,53805,Seer,0,0,0
Wolvezxy,196155,17787,53805,Ash,0,0,0
Wolvezxy,196155,17787,53805,Mad Maggie,0,0,0
Wolvezxy,196155,17787,53805,Newcastle,0,0,0
Wolvezxy,196155,17787,53805,Vantage,0,0,0
Wolvezxy,196155,17787,53805,Catalyst,0,0,0
Wolvezxy,196155,17787,53805,Ballistic,0,0,0
Wolvezxy,196155,17787,53805,Conduit,0,0,0
Wolvezxy,196155,17787,53805,Alter,0,0,0
HappyKitten2251,192860,0,0,Global,0,0,0
HappyKitten2251,192860,0,0,Revenant,0,0,0
HappyKitten2251,192860,0,0,Crypto,167,52710,0
HappyKitten2251,192860,0,0,Horizon,0,0,0
HappyKitten2251,192860,0,0,Gibraltar,0,0,0
HappyKitten2251,192860,0,0,Wattson,0,0,0
