player_name,legend,BR Kills,BR Damage,BR Wins,legend_category
Swole Kirby,Horizon,636,0,0,Skirmisher
Swole Kirby,Gibraltar,15,0,0,Support
Swole Kirby,Wattson,71,0,0,Controller
Swole Kirby,Fuse,326,0,0,Assault
Swole Kirby,Bangalore,5252,0,0,Assault
Swole Kirby,Wraith,1098,0,0,Skirmisher
Swole Kirby,Octane,899,0,0,Skirmisher
Swole Kirby,Bloodhound,9,0,0,Recon
Swole Kirby,Caustic,351,0,0,Controller
Swole Kirby,Lifeline,969,0,0,Support
Swole Kirby,Pathfinder,1239,0,0,Skirmisher
Swole Kirby,Loba,203,0,0,Support
Swole Kirby,Mirage,259813,0,0,Support
Swole Kirby,Rampart,206,0,0,Controller
Swole Kirby,Valkyrie,83,0,0,Skirmisher
Swole Kirby,Seer,65,0,0,Recon
Swole Kirby,Ash,102,0,0,Assault
Swole Kirby,Mad Maggie,32,0,0,Assault
Swole Kirby,Newcastle,0,0,0,Support
Swole Kirby,Vantage,0,0,0,Recon
Swole Kirby,Catalyst,0,0,0,Controller
Swole Kirby,Ballistic,0,0,0,Assault
Swole Kirby,Conduit,0,0,0,Support
Swole Kirby,Alter,0,0,0,Skirmisher
F.O.E,Revenant,140,34590,9,Skirmisher
F.O.E,Crypto,0,0,0,Recon
F.O.E,Horizon,0,0,0,Skirmisher
F.O.E,Gibraltar,0,0,0,Support
F.O.E,Wattson,0,0,0,Controller
F.O.E,Fuse,1441,0,0,Assault
F.O.E,Bangalore,0,0,0,Assault
F.O.E,Wraith,0,0,0,Skirmisher
F.O.E,Octane,0,0,0,Skirmisher
F.O.E,Bloodhound,252763,67738521,24015,Recon
F.O.E,Caustic,0,0,0,Controller
F.O.E,Lifeline,0,0,0,Support
F.O.E,Pathfinder,143,0,0,Skirmisher
F.O.E,Loba,0,0,0,Support
F.O.E,Mirage,77,0,0,Support
F.O.E,Rampart,150,0,0,Controller
F.O.E,Valkyrie,0,0,0,Skirmisher
F.O.E,Seer,45,0,0,Recon
F.O.E,Ash,0,0,0,Assault
F.O.E,Mad Maggie,92,0,0,Assault
F.O.E,Newcastle,0,0,0,Support
F.O.E,Vantage,0,0,0,Recon
F.O.E,Catalyst,0,0,0,Controller
F.O.E,Ballistic,0,0,0,Assault
F.O.E,Conduit,0,0,0,Support
F.O.E,Alter,0,0,0,Skirmisher
HappieVIII,Revenant,0,0,0,Skirmisher
HappieVIII,Crypto,0,0,0,Recon
HappieVIII,Horizon,231413,0,0,Skirmisher
HappieVIII,Gibraltar,1304,0,0,Support
HappieVIII,Wattson,98,0,0,Controller
HappieVIII,Fuse,0,0,0,Assault
HappieVIII,Bangalore,0,0,0,Assault
HappieVIII,Wraith,0,0,0,Skirmisher
HappieVIII,Octane,0,0,0,Skirmisher
HappieVIII,Bloodhound,0,0,0,Recon
HappieVIII,Caustic,0,0,0,Controller
HappieVIII,Lifeline,0,0,0,Support
HappieVIII,Pathfinder,0,0,0,Skirmisher
HappieVIII,Loba,0,0,0,Support
HappieVIII,Mirage,0,0,0,Support
HappieVIII,Rampart,0,0,0,Controller
HappieVIII,Valkyrie,0,0,0,Skirmisher
HappieVIII,Seer,0,0,0,Recon
HappieVIII,Ash,0,0,0,Assault
HappieVIII,Mad Maggie,0,0,0,Assault
HappieVIII,Newcastle,0,0,0,Support
HappieVIII,Vantage,0,0,0,Recon
HappieVIII,Catalyst,0,0,0,Controller
HappieVIII,Ballistic,0,0,0,Assault
HappieVIII,Conduit,0,0,0,Support
HappieVIII,Alter,0,0,0,Skirmisher
Unknown name :(,Revenant,0,0,0,Skirmisher
Unknown name :(,Crypto,0,0,0,Recon
Unknown name :(,Horizon,0,0,0,Skirmisher
Unknown name :(,Gibraltar,0,0,0,Support
Unknown name :(,Wattson,0,0,0,Controller
Unknown name :(,Fuse,0,0,0,Assault
Unknown name :(,Bangalore,0,0,0,Assault
Unknown name :(,Wraith,106,30449,0,Skirmisher
Unknown name :(,Octane,0,0,0,Skirmisher
Unknown name :(,Bloodhound,2054,539775,0,Recon
Unknown name :(,Caustic,0,0,0,Controller
Unknown name :(,Lifeline,0,0,0,Support
Unknown name :(,Pathfinder,0,0,0,Skirmisher
Unknown name :(,Loba,0,0,0,Support
Unknown name :(,Mirage,0,0,0,Support
Unknown name :(,Rampart,0,0,0,Controller
Unknown name :(,Valkyrie,0,0,0,Skirmisher
Unknown name :(,Seer,0,0,0,Recon
Unknown name :(,Ash,0,0,0,Assault
Unknown name :(,Mad Maggie,0,0,0,Assault
Unknown name :(,Newcastle,0,0,0,Support
Unknown name :(,Vantage,0,0,0,Recon
Unknown name :(,Catalyst,0,0,0,Controller
Unknown name :(,Ballistic,0,0,0,Assault
Unknown name :(,Conduit,0,0,0,Support
Unknown name :(,Alter,0,0,0,Skirmisher
Forget Dat,Revenant,0,0,0,Skirmisher
Forget Dat,Crypto,0,0,0,Recon
Forget Dat,Horizon,0,0,0,Skirmisher
Forget Dat,Gibraltar,72,0,0,Support
Forget Dat,Wattson,0,0,0,Controller
Forget Dat,Fuse,0,0,0,Assault
Forget Dat,Bangalore,0,0,0,Assault
Forget Dat,Wraith,437,0,0,Skirmisher
Forget Dat,Octane,10289,0,0,Skirmisher
Forget Dat,Bloodhound,0,0,0,Recon
Forget Dat,Caustic,1202,340986,0,Controller
Forget Dat,Lifeline,121,0,0,Support
Forget Dat,Pathfinder,33,0,0,Skirmisher
Forget Dat,Loba,0,0,0,Support
Forget Dat,Mirage,0,0,0,Support
Forget Dat,Rampart,0,0,0,Controller
Forget Dat,Valkyrie,52,0,0,Skirmisher
Forget Dat,Seer,100025,0,0,Recon
Forget Dat,Ash,0,0,0,Assault
Forget Dat,Mad Maggie,0,0,0,Assault
Forget Dat,Newcastle,0,0,0,Support
Forget Dat,Vantage,0,0,0,Recon
Forget Dat,Catalyst,108658,23643382,4203,Controller
Forget Dat,Ballistic,0,0,0,Assault
Forget Dat,Conduit,0,0,0,Support
