Wins
10002
6016
5998
4529
4424
4205
4172
4000
3980
3845
3704
3403
3233
3114
3083
3053
3011
2994
2862
2703
2680
2501
2474
2458
2391
2389
2379
2286
2243
2192
2091
2056
2026
1996
1890
1887
1871
1833
1827
1811
1762
1693
1683
1666
1634
1547
1514
1500
1498
1495
1423
1405
1382
1374
1362
1361
1349
1333
1326
1316
1252
1250
1246
1236
1225
1201
1192
1180
1176
1162
1160
1147
1143
1138
1130
1123
1120
1107
1105
1101
1098
1097
1095
1085
1081
1079
1076
1064
1064
1062
1060
1060
1056
1052
1046
1043
1041
1040
1034
1033
1029
1027
1020
1018
1015
1014
1009
1000
989
989
976
975
963
950
946
929
913
891
882
881
879
875
871
870
868
864
863
862
861
848
836
830
822
822
820
816
810
809
806
802
795
792
791
790
789
789
788
785
785
778
775
773
771
769
769
767
765
764
760
752
752
750
748
747
745
738
738
736
736
736
735
734
734
732
730
729
727
726
724
723
720
718
718
716
714
711
709
705
703
691
691
690
690
687
683
682
681
680
679
679
679
677
677
675
669
663
661
661
658
655
652
651
650
649
648
645
644
644
641
641
641
641
640
639
637
636
634
632
627
626
626
625
623
622
616
614
611
609
604
599
599
599
597
592
591
590
589
588
586
582
581
576
574
574
574
573
573
572
568
566
565
564
564
564
563
562
562
561
559
558
554
551
551
549
548
548
546
543
541
539
538
535
535
535
534
534
534
533
532
532
531
530
529
527
527
525
524
524
524
523
522
522
521
519
518
517
517
517
517
514
513
511
511
511
510
508
507
505
504
504
504
504
502
501
499
499
497
497
497
497
494
493
492
492
492
490
489
489
489
488
488
488
488
488
487
486
485
484
483
481
481
481
480
479
479
477
476
474
474
473
473
472
470
470
470
469
468
468
468
466
466
466
464
463
463
463
463
462
461
460
460
459
458
453
453
453
452
451
451
450
450
450
448
448
447
447
446
446
445
445
445
444
443
442
442
441
440
439
437
435
434
432
431
431
430
430
430
429
429
428
428
428
427
427
427
425
424
424
423
423
421
421
421
420
419
419
419
419
418
417
416
415
415
414
414
414
414
413
413
412
411
410
410
410
410
410
408
407
407
407
407
406
406
405
405
405
405
404
403
403
403
403
402
402
402
402
401
401
399
399
398
398
397
397
397
397
396
396
396
396
396
395
395
395
394
394
394
393
393
392
