Wins
19516
17436
16769
16769
13755
12812
12580
12352
11806
11754
11551
11462
11410
10822
10803
10632
10065
10059
9918
9733
9625
9183
9011
8953
8952
8905
8824
8809
8552
8541
8479
8399
8345
8207
8135
8116
7984
7815
7761
7748
7696
7691
7610
7498
7405
7331
7311
7259
7223
7223
7175
7171
7152
7105
7005
6995
6927
6845
6834
6810
6795
6777
6740
6739
6731
6696
6637
6610
6429
6425
6416
6408
6400
6318
6293
6250
6234
6223
6219
6214
6212
6205
6183
6153
6123
6120
6081
6026
5993
5979
5922
5880
5859
5858
5838
5818
5797
5766
5691
5679
5615
5571
5542
5520
5513
5507
5501
5484
5464
5458
5432
5422
5407
5376
5353
5347
5301
5245
5243
5231
5210
5194
5191
5167
5160
5156
5151
5132
5116
5104
5104
5078
5062
5062
5028
5027
5023
5019
5017
5012
4997
4988
4958
4928
4909
4895
4889
4882
4881
4872
4867
4815
4811
4807
4799
4794
4785
4771
4758
4747
4744
4696
4667
4649
4615
4610
4605
4602
4596
4581
4569
4552
4546
4528
4519
4516
4508
4497
4486
4457
4451
4440
4423
4423
4422
4416
4406
4399
4397
4394
4392
4387
4386
4376
4363
4324
4318
4316
4316
4310
4299
4295
4292
4269
4261
4256
4248
4241
4241
4234
4228
4224
4219
4215
4200
4195
4169
4163
4145
4143
4125
4119
4102
4094
4086
4073
4071
4064
4058
4056
4053
4047
4040
4033
4017
4010
4006
3999
3997
3987
3986
3976
3974
3968
3968
3964
3961
3920
3916
3913
3908
3906
3902
3890
3890
3886
3885
3853
3846
3827
3811
3805
3804
3802
3801
3786
3785
3784
3783
3774
3773
3772
3771
3761
3757
3755
3743
3729
3713
3711
3697
3689
3677
3655
3643
3639
3638
3638
3631
3630
3628
3625
3622
3621
3619
3614
3596
3588
3584
3583
3580
3574
3552
3547
3543
3541
3532
3515
3515
3511
3501
3501
3501
3499
3497
3492
3484
3475
3467
3467
3462
3461
3461
3461
3453
3439
3435
3433
3433
3432
3424
3410
3409
3409
3409
3407
3405
3404
3396
3391
3384
3382
3381
3377
3374
3370
3368
3366
3365
3359
3356
3349
3349
3348
3343
3342
3328
3328
3318
3308
3305
3302
3289
3287
3284
3279
3277
3277
3267
3265
3264
3259
3255
3244
3240
3237
3226
3225
3220
3212
3211
3207
3198
3195
3192
3190
3184
3183
3177
3176
3144
3141
3140
3134
3133
3132
3129
3124
3122
3116
3116
3115
3107
3104
3101
3095
3095
3094
3094
3090
3084
3078
3071
3070
3067
3065
3063
3057
3050
3049
3047
3047
3045
3045
3042
3040
3036
3034
3032
3029
3026
3024
3024
3024
3019
3013
3007
3004
3002
3001
3000
2999
2997
2993
2986
2984
2979
2963
2949
2948
2948
2948
2944
2944
2939
2935
2934
2929
2920
2920
2920
2917
2910
2909
2901
2899
2898
2896
2894
2893
2892
2884
2884
2881
2880
2878
2877
2876
2871
2867
2863
2862
2858
2852
2851
2850
2843
2843
2842
2833
2829
2829
2829
2827
2824
2823
2823
2822
2822
2819
