player_name,BR Damage_Alter,BR Damage_Ash,BR Damage_Ballistic,BR Damage_Bangalore,BR Damage_Bloodhound,BR Damage_Catalyst,BR Damage_Caustic,BR Damage_Conduit,BR Damage_Crypto,BR Damage_Fuse,BR Damage_Gibraltar,BR Damage_Horizon,BR Damage_Lifeline,BR Damage_Loba,BR Damage_Mad Maggie,BR Damage_Mirage,BR Damage_Newcastle,BR Damage_Octane,BR Damage_Pathfinder,BR Damage_Rampart,BR Damage_Revenant,BR Damage_Seer,BR Damage_Valkyrie,BR Damage_Vantage,BR Damage_Wattson,BR Damage_Wraith,BR Kills_Alter,BR Kills_Ash,BR Kills_Ballistic,BR Kills_Bangalore,BR Kills_Bloodhound,BR Kills_Catalyst,BR Kills_Caustic,BR Kills_Conduit,BR Kills_Crypto,BR Kills_Fuse,BR Kills_Gibraltar,BR Kills_Horizon,BR Kills_Lifeline,BR Kills_Loba,BR Kills_Mad Maggie,BR Kills_Mirage,BR Kills_Newcastle,BR Kills_Octane,BR Kills_Pathfinder,BR Kills_Rampart,BR Kills_Revenant,BR Kills_Seer,BR Kills_Valkyrie,BR Kills_Vantage,BR Kills_Wattson,BR Kills_Wraith,BR Wins_Alter,BR Wins_Ash,BR Wins_Ballistic,BR Wins_Bangalore,BR Wins_Bloodhound,BR Wins_Catalyst,BR Wins_Caustic,BR Wins_Conduit,BR Wins_Crypto,BR Wins_Fuse,BR Wins_Gibraltar,BR Wins_Horizon,BR Wins_Lifeline,BR Wins_Loba,BR Wins_Mad Maggie,BR Wins_Mirage,BR Wins_Newcastle,BR Wins_Octane,BR Wins_Pathfinder,BR Wins_Rampart,BR Wins_Revenant,BR Wins_Seer,BR Wins_Valkyrie,BR Wins_Vantage,BR Wins_Wattson,BR Wins_Wraith
BuddyGotDropped,0.0,6707.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.0,0.0,3523.0,6579341.0,10924849.0,0.0,0.0,0.0,0.0,0.0,4881216.0,0.0,4920867.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,25002.0,43717.0,0.0,0.0,0.0,1112.0,0.0,26233.0,0.0,25911.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3521.0,0.0,0.0,0.0,0.0,0.0,1618.0,0.0,1300.0,0.0,0.0,0.0,0.0
Buff the 99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4803496.0,0.0,0.0,0.0,0.0,187.0,0.0,1710.0,764.0,658.0,0.0,0.0,0.0,66.0,0.0,1003.0,1288.0,0.0,0.0,654.0,0.0,2581.0,18898.0,0.0,0.0,0.0,21670.0,0.0,955.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,813.0,0.0,0.0,0.0
BunnyGumi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20787408.0,0.0,0.0,0.0,0.0,0.0,620875.0,0.0,0.0,0.0,0.0,0.0,0.0,577514.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0,1103.0,81271.0,0.0,0.0,606.0,0.0,0.0,2357.0,0.0,0.0,0.0,0.0,0.0,0.0,2142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5376.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0
Buu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buxtz,0.0,0.0,0.0,1556335.0,1686711.0,0.0,0.0,0.0,0.0,0.0,0.0,3240445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4336.0,5018.0,2738.0,0.0,0.0,0.0,0.0,0.0,10124.0,1609.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buz Kistixx,0.0,0.0,0.0,2296790.0,243061.0,0.0,0.0,0.0,0.0,0.0,464185.0,3008439.0,993707.0,56891.0,0.0,0.0,0.0,363848.0,7087677.0,94987.0,253148.0,0.0,0.0,0.0,0.0,3394909.0,0.0,112.0,0.0,7723.0,888.0,0.0,787.0,1029.0,0.0,0.0,1457.0,10098.0,3759.0,212.0,0.0,0.0,45.0,1339.0,27304.0,394.0,1452.0,14.0,0.0,0.0,0.0,11969.0,0.0,0.0,0.0,463.0,47.0,0.0,0.0,0.0,0.0,0.0,81.0,531.0,191.0,13.0,0.0,0.0,0.0,0.0,1354.0,16.0,33.0,0.0,0.0,0.0,0.0,587.0
Buz Shoot,0.0,0.0,0.0,1010285.0,484103.0,0.0,280012.0,0.0,16421.0,0.0,252908.0,14485.0,16855949.0,886118.0,0.0,41192.0,0.0,912969.0,139516.0,18860.0,95324.0,673404.0,139582.0,0.0,47940.0,249704.0,0.0,0.0,0.0,2854.0,1471.0,0.0,732.0,0.0,50.0,106.0,751.0,41.0,57938.0,3211.0,0.0,169.0,256.0,3049.0,504.0,48.0,328.0,1843.0,435.0,0.0,125.0,844.0,0.0,0.0,0.0,192.0,98.0,0.0,46.0,0.0,2.0,0.0,47.0,2.0,4416.0,231.0,0.0,9.0,0.0,182.0,25.0,2.0,23.0,0.0,33.0,0.0,11.0,48.0
Buzxii,0.0,330311.0,0.0,1705205.0,505649.0,0.0,526978.0,0.0,173408.0,40520.0,495925.0,957757.0,3563754.0,468326.0,7892.0,0.0,0.0,701504.0,13284716.0,293172.0,127041.0,105487.0,255714.0,4535.0,22843.0,2371793.0,0.0,1295.0,0.0,6187.0,1802.0,4391.0,1870.0,0.0,558.0,166.0,1537.0,3400.0,13439.0,1787.0,32.0,0.0,0.0,2706.0,51470.0,1235.0,419.0,337.0,900.0,14.0,79.0,8156.0,0.0,87.0,0.0,516.0,121.0,0.0,143.0,0.0,38.0,11.0,131.0,254.0,1039.0,149.0,2.0,0.0,0.0,217.0,4376.0,136.0,30.0,19.0,82.0,3.0,3.0,534.0
ByeByWater,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2272.0,80.0,0.0,351.0,0.0,0.0,18048.0,0.0,0.0,482.0,239.0,0.0,0.0,0.0,407.0,419.0,16599.0,6049.0,0.0,0.0,0.0,0.0,0.0,557.0,592.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1926.0,475.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
C9-JAM,0.0,0.0,0.0,0.0,0.0,0.0,448738.0,0.0,0.0,0.0,443880.0,8134763.0,0.0,86096.0,0.0,0.0,0.0,1921575.0,2062201.0,0.0,0.0,0.0,0.0,0.0,0.0,7419043.0,0.0,0.0,0.0,0.0,0.0,0.0,1285.0,0.0,0.0,0.0,1186.0,26274.0,0.0,260.0,0.0,2000.0,0.0,6259.0,6176.0,0.0,0.0,0.0,0.0,0.0,0.0,23282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,1421.0,0.0,19.0,0.0,90.0,0.0,367.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0
CBK_SoHeneR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24666419.0,0.0,781.0,0.0,2129.0,0.0,0.0,0.0,0.0,0.0,0.0,570.0,1761.0,0.0,0.0,0.0,0.0,0.0,2335.0,6787.0,103.0,211.0,282.0,0.0,0.0,0.0,88554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5169.0
CFGFILES ON TWITCH,0.0,0.0,0.0,0.0,177042.0,0.0,59773.0,0.0,0.0,0.0,0.0,1024260.0,0.0,0.0,0.0,0.0,0.0,0.0,434113.0,0.0,0.0,0.0,0.0,0.0,0.0,21977245.0,0.0,478.0,0.0,0.0,553.0,0.0,174.0,0.0,0.0,0.0,0.0,3390.0,0.0,0.0,7.0,0.0,0.0,0.0,1485.0,0.0,0.0,263.0,998.0,267.0,0.0,74825.0,0.0,0.0,0.0,0.0,34.0,0.0,11.0,0.0,0.0,0.0,10.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,4603.0
CIENTT,66850.0,0.0,63769.0,76763.0,0.0,0.0,0.0,0.0,104931.0,217846.0,0.0,100950.0,153476.0,195423.0,349394.0,0.0,0.0,96697.0,0.0,14306958.0,92083.0,25422.0,178164.0,82212.0,137644.0,0.0,244.0,0.0,0.0,217.0,0.0,357.0,0.0,0.0,236.0,572.0,0.0,351.0,466.0,460.0,1300.0,0.0,437.0,308.0,0.0,51013.0,268.0,92.0,523.0,283.0,398.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,20.0,33.0,0.0,16.0,30.0,33.0,82.0,0.0,0.0,16.0,0.0,0.0,11.0,0.0,27.0,20.0,20.0,0.0
CIeopatraa,0.0,0.0,0.0,10887025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6449288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39843.0,0.0,0.0,0.0,3249.0,0.0,0.0,0.0,0.0,0.0,23852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.0,0.0,0.0,0.0,2405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIews,0.0,0.0,0.0,321522.0,2337809.0,0.0,0.0,0.0,0.0,0.0,1518660.0,3138417.0,687453.0,0.0,0.0,0.0,0.0,596613.0,6928388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,0.0,0.0,1052.0,7041.0,0.0,0.0,0.0,0.0,146.0,4577.0,10415.0,2346.0,0.0,0.0,0.0,13097.0,1894.0,22768.0,60.0,0.0,0.0,983.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,952.0,0.0,0.0,0.0,0.0,0.0,670.0,1556.0,230.0,0.0,0.0,0.0,0.0,249.0,2748.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0
CLUMSYBOMB072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34543352.0,0.0,0.0,0.0,0.0,563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,808.0,0.0,0.0,0.0,0.0,0.0,0.0,162419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6368.0
CNo_Ras_Apex,0.0,0.0,0.0,914855.0,348340.0,0.0,0.0,0.0,0.0,0.0,606401.0,6786605.0,3699665.0,150065.0,0.0,1044344.0,0.0,4346577.0,5736793.0,0.0,0.0,0.0,65926.0,0.0,14785.0,2576020.0,0.0,226.0,0.0,3051.0,1031.0,0.0,0.0,0.0,0.0,0.0,1796.0,23518.0,13033.0,431.0,0.0,3650.0,0.0,13246.0,18608.0,0.0,0.0,0.0,240.0,0.0,38.0,7812.0,0.0,0.0,0.0,128.0,42.0,0.0,0.0,0.0,0.0,0.0,119.0,115.0,672.0,19.0,1.0,208.0,0.0,439.0,887.0,0.0,0.0,0.0,14.0,0.0,3.0,272.0
COLDI-22,0.0,0.0,0.0,0.0,290218.0,0.0,0.0,0.0,0.0,67822.0,0.0,150608.0,0.0,0.0,94658.0,0.0,0.0,5784480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2339234.0,0.0,0.0,0.0,2758.0,969.0,0.0,0.0,0.0,0.0,185.0,0.0,1912.0,0.0,623.0,364.0,0.0,0.0,46463.0,2626.0,0.0,8100.0,0.0,767.0,0.0,0.0,8761.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,6.0,0.0,27.0,0.0,0.0,20.0,0.0,0.0,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.0
COOPonBEASTmode,0.0,0.0,0.0,114501.0,0.0,0.0,578640.0,0.0,134640.0,0.0,1271619.0,0.0,1360756.0,0.0,0.0,35482.0,0.0,31212.0,0.0,0.0,855176.0,0.0,0.0,0.0,0.0,15938506.0,0.0,0.0,0.0,366.0,0.0,0.0,1794.0,0.0,421.0,0.0,4121.0,0.0,4197.0,0.0,27.0,124.0,0.0,136.0,0.0,0.0,2719.0,0.0,0.0,0.0,0.0,52152.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,49.0,0.0,242.0,0.0,123.0,0.0,0.0,7.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2987.0
CORAX-II,0.0,0.0,0.0,5042492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6628895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21415.0,7026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPT-STORMBLESSED,0.0,0.0,0.0,429653.0,880796.0,0.0,0.0,0.0,0.0,122000.0,1694490.0,778080.0,0.0,0.0,0.0,0.0,0.0,21603604.0,188503.0,0.0,1446581.0,0.0,0.0,0.0,0.0,734984.0,0.0,0.0,0.0,1511.0,3329.0,0.0,0.0,0.0,0.0,416.0,5929.0,3240.0,0.0,0.0,0.0,0.0,0.0,83266.0,706.0,0.0,5170.0,7.0,1122.0,0.0,0.0,2496.0,0.0,0.0,0.0,84.0,158.0,0.0,0.0,0.0,0.0,15.0,371.0,180.0,0.0,0.0,0.0,0.0,0.0,4657.0,39.0,0.0,197.0,0.0,0.0,0.0,0.0,103.0
Caltooshh,0.0,0.0,0.0,692153.0,375902.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146587.0,0.0,0.0,762261.0,0.0,0.0,0.0,0.0,0.0,50939.0,13064034.0,0.0,0.0,0.0,1807.0,1552.0,0.0,150.0,0.0,0.0,0.0,0.0,781.0,1090.0,187.0,2.0,647.0,0.0,0.0,4143.0,0.0,945.0,0.0,0.0,0.0,216.0,50000.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,3201.0
Cam Slaps,0.0,0.0,0.0,0.0,280111.0,0.0,0.0,0.0,0.0,0.0,0.0,3357459.0,0.0,0.0,0.0,0.0,0.0,0.0,2103339.0,0.0,0.0,0.0,9154342.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,3410.0,115.0,0.0,1132.0,14196.0,1931.0,808.0,0.0,0.0,0.0,0.0,7534.0,0.0,390.0,117.0,30928.0,0.0,0.0,1671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995.0,0.0,0.0,0.0
Camden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,58.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CarLeeTTV,0.0,0.0,0.0,328151.0,0.0,0.0,0.0,0.0,0.0,0.0,196644.0,472588.0,4627189.0,685808.0,0.0,0.0,0.0,480896.0,307165.0,0.0,0.0,0.0,3008307.0,0.0,0.0,6171433.0,0.0,0.0,0.0,1240.0,0.0,0.0,0.0,5221.0,0.0,0.0,669.0,1478.0,16274.0,3999.0,12.0,0.0,0.0,1677.0,1104.0,0.0,0.0,526.0,19922.0,0.0,0.0,20244.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,81.0,1194.0,0.0,0.0,0.0,0.0,144.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carijo46_,0.0,0.0,0.0,627583.0,480712.0,0.0,0.0,0.0,49188.0,9016.0,62276.0,1127313.0,358542.0,0.0,0.0,0.0,0.0,856881.0,3259572.0,0.0,0.0,0.0,31092.0,0.0,114590.0,15969411.0,0.0,0.0,0.0,2242.0,1606.0,0.0,0.0,0.0,201.0,30.0,248.0,4076.0,1344.0,0.0,0.0,173.0,0.0,2994.0,12283.0,0.0,76.0,0.0,121.0,0.0,429.0,58421.0,0.0,0.0,0.0,146.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,0.0,0.0,0.0,0.0,0.0,178.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,5088.0
CarlGustavJung26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9979467.0,0.0,156923.0,0.0,0.0,926975.0,0.0,6502903.0,0.0,1797087.0,0.0,0.0,0.0,0.0,113703.0,0.0,0.0,0.0,0.0,1116.0,4129.0,447.0,780.0,0.0,2039.0,0.0,29607.0,0.0,531.0,0.0,2509.0,3049.0,256.0,21618.0,651.0,5949.0,0.0,339.0,586.0,803.0,386.0,0.0,3975.0,613.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0,0.0,10.0,0.0,0.0,57.0,0.0,335.0,0.0,94.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Carol-_q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8578937.0,0.0,0.0,0.0,0.0,0.0,3013289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5006738.0,0.0,0.0,0.0,554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31762.0,2269.0,0.0,0.0,1250.0,0.0,13757.0,0.0,0.0,0.0,0.0,43.0,0.0,342.0,21485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carumel,0.0,0.0,0.0,445352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185152.0,12366403.0,0.0,0.0,666474.0,0.0,0.0,0.0,0.0,0.0,2894228.0,0.0,0.0,0.0,0.0,0.0,749.0,0.0,1774.0,3373.0,171.0,178.0,4004.0,1428.0,148.0,886.0,662.0,51610.0,1289.0,229.0,2838.0,0.0,3043.0,3887.0,566.0,343.0,11316.0,939.0,508.0,957.0,5111.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,4053.0,0.0,0.0,203.0,0.0,0.0,269.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0
Casaris_,0.0,0.0,0.0,174871.0,0.0,0.0,0.0,0.0,0.0,0.0,128681.0,293158.0,1120032.0,0.0,0.0,0.0,0.0,696291.0,0.0,0.0,0.0,0.0,0.0,0.0,154071.0,20426411.0,0.0,0.0,0.0,621.0,3106.0,0.0,340.0,0.0,219.0,63.0,449.0,1123.0,3986.0,0.0,54.0,0.0,0.0,2585.0,2379.0,0.0,112.0,137.0,0.0,0.0,1214.0,69783.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CasteaI,0.0,0.0,0.0,4318544.0,0.0,542307.0,333702.0,0.0,0.0,36407.0,480113.0,4002805.0,965167.0,1607671.0,31674.0,0.0,0.0,396520.0,2667191.0,0.0,347715.0,562533.0,47189.0,435537.0,2180350.0,8260080.0,0.0,70.0,0.0,14319.0,0.0,1837.0,969.0,0.0,0.0,141.0,1571.0,14347.0,3477.0,6237.0,134.0,361.0,516.0,1374.0,8896.0,0.0,1923.0,2289.0,133.0,4253.0,9184.0,25215.0,0.0,0.0,0.0,858.0,0.0,0.0,61.0,0.0,0.0,8.0,111.0,777.0,221.0,267.0,7.0,0.0,0.0,83.0,558.0,0.0,58.0,0.0,10.0,0.0,0.0,1477.0
CayThueBuaSoApex,0.0,24280.0,0.0,183293.0,44696.0,0.0,53086.0,0.0,65405.0,0.0,217398.0,45539.0,73771.0,24260.0,0.0,53972.0,0.0,0.0,317895.0,0.0,51501.0,0.0,9057851.0,0.0,167575.0,13540357.0,0.0,92.0,0.0,561.0,167.0,0.0,179.0,0.0,153.0,0.0,709.0,138.0,252.0,89.0,0.0,202.0,0.0,0.0,1250.0,0.0,213.0,0.0,34608.0,0.0,795.0,54398.0,0.0,2.0,0.0,36.0,0.0,0.0,5.0,0.0,12.0,0.0,26.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,1189.0,0.0,2.0,2137.0
Champ Zarato,0.0,0.0,0.0,9532447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7026578.0,0.0,537789.0,0.0,0.0,0.0,29984.0,3556170.0,0.0,0.0,0.0,0.0,131263.0,0.0,1653793.0,0.0,1185.0,0.0,36217.0,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,24756.0,657.0,1892.0,0.0,0.0,0.0,77.0,13266.0,86.0,473.0,0.0,1220.0,469.0,0.0,5594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1546.0,0.0,118.0,0.0,0.0,0.0,3.0,854.0,2.0,0.0,0.0,0.0,28.0,0.0,189.0
Charizard Lv 95,54076.0,480673.0,501105.0,616892.0,817368.0,406806.0,0.0,579606.0,0.0,753170.0,0.0,640296.0,910580.0,633885.0,699416.0,905998.0,825955.0,949283.0,1049378.0,564816.0,918497.0,696439.0,788188.0,641825.0,0.0,944928.0,209.0,1716.0,1713.0,2268.0,2871.0,1312.0,2695.0,1951.0,2176.0,2485.0,3116.0,2851.0,3350.0,2237.0,2365.0,3246.0,2772.0,3474.0,3590.0,2061.0,2514.0,2340.0,2563.0,2167.0,0.0,3325.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,88.0,0.0,0.0,101.0,0.0,0.0,0.0
CharlieKR,0.0,778568.0,0.0,2350221.0,488986.0,0.0,197356.0,0.0,0.0,0.0,270149.0,3273978.0,7823958.0,381699.0,0.0,0.0,0.0,603867.0,715112.0,0.0,0.0,298778.0,103990.0,0.0,0.0,1143980.0,0.0,2868.0,0.0,8458.0,1745.0,0.0,579.0,0.0,0.0,0.0,823.0,10590.0,30535.0,1308.0,368.0,0.0,0.0,2045.0,3264.0,0.0,0.0,979.0,348.0,95.0,0.0,3992.0,0.0,0.0,0.0,553.0,0.0,0.0,34.0,0.0,0.0,0.0,60.0,828.0,2012.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,222.0
CheekyClassic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24450507.0,0.0,0.0,0.0,0.0,58811.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,3644.0,0.0,2713.0,0.0,103059.0,6.0,549.0,7.0,769.0,226.0,0.0,5271.0,0.0,12192.0,0.0,0.0,0.0,14.0,0.0,909.0,1625.0,2320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4745.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cheellooo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16496549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2775794.0,0.0,0.0,129.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,50440.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,7.0,0.0,8154.0,3245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537.0,0.0
ChefBandoTV,0.0,0.0,0.0,0.0,0.0,0.0,490692.0,0.0,0.0,0.0,350051.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3810.0,879.0,0.0,1720.0,0.0,0.0,1149.0,1158.0,24656.0,2629.0,1233.0,0.0,2606.0,560.0,5687.0,14833.0,461.0,0.0,1424.0,2309.0,0.0,0.0,4068.0,0.0,0.0,0.0,0.0,51.0,0.0,105.0,0.0,0.0,0.0,0.0,1604.0,0.0,0.0,0.0,121.0,0.0,282.0,708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
